实体类型,重复节点名称,重复节点编码,保留主节点名称,保留主节点编码,处理原因,重复节点元素ID,主节点元素ID,处置
Evidence,室性心动过速-心力衰竭-全书回捞证据-6949-E5E890,"""EVD-CARD-FULLBOOK-8DA984F9E5E890""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15368,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-心律失常-全书回捞证据-6949-1E869B,"""EVD-CARD-FULLBOOK-768546E61E869B""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15369,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,室性心动过速-鉴别诊断-全书回捞证据-6949-F6786C,"""EVD-CARD-FULLBOOK-93F34150F6786C""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15370,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心动过速-全书回捞证据-6949-4BDDDC,"""EVD-CARD-FULLBOOK-91A9BAC64BDDDC""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15759,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心动过缓-全书回捞证据-6949-BF0FFF,"""EVD-CARD-FULLBOOK-5C72ACD8BF0FFF""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15760,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-低血压-全书回捞证据-6949-E2E9CF,"""EVD-CARD-FULLBOOK-E1EE9981E2E9CF""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15761,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-肾功能-全书回捞证据-6949-F9B1E9,"""EVD-CARD-FULLBOOK-E39E4F2EF9B1E9""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15762,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-洋地黄类药物-全书回捞证据-6949-39BE4F,"""EVD-CARD-FULLBOOK-91E7137D39BE4F""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15763,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心力衰竭-全书回捞证据-6949-9D0663,"""EVD-CARD-FULLBOOK-511D8BB99D0663""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15764,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-心律失常-全书回捞证据-6949-2046D9,"""EVD-CARD-FULLBOOK-5DEE5B212046D9""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15765,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心室扑动与心室颤动-鉴别诊断-全书回捞证据-6949-126FC5,"""EVD-CARD-FULLBOOK-211FDF31126FC5""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:15766,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心动过速-全书回捞证据-6161-1C4153,"""EVD-CARD-FULLBOOK-1AFD4A381C4153""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16025,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心电图-全书回捞证据-6161-8417A7,"""EVD-CARD-FULLBOOK-75EBE7A08417A7""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16026,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-创伤-全书回捞证据-6161-3B5E65,"""EVD-CARD-FULLBOOK-D27297473B5E65""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16027,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心肌缺血-全书回捞证据-6161-F8EA20,"""EVD-CARD-FULLBOOK-BAE16E2BF8EA20""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16028,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心律失常-全书回捞证据-6161-8F6058,"""EVD-CARD-FULLBOOK-81DAA2F88F6058""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16029,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-猝死-全书回捞证据-6161-8614CF,"""EVD-CARD-FULLBOOK-AB31F6848614CF""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16030,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-危险分层-全书回捞证据-6161-430BF5,"""EVD-CARD-FULLBOOK-72EC1F78430BF5""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16031,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心动过速-全书回捞证据-6949-068921,"""EVD-CARD-FULLBOOK-5D7365D7068921""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16189,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心动过缓-全书回捞证据-6949-1D3445,"""EVD-CARD-FULLBOOK-F3E9C6B81D3445""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16190,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-低血压-全书回捞证据-6949-D23854,"""EVD-CARD-FULLBOOK-D6916678D23854""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16191,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-肾功能-全书回捞证据-6949-7955D2,"""EVD-CARD-FULLBOOK-C1FA46FB7955D2""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16192,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-洋地黄类药物-全书回捞证据-6949-BA78B0,"""EVD-CARD-FULLBOOK-FB548488BA78B0""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16193,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心力衰竭-全书回捞证据-6949-FE201F,"""EVD-CARD-FULLBOOK-CD0673D1FE201F""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16194,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心律失常-全书回捞证据-6949-26FD18,"""EVD-CARD-FULLBOOK-9E5C197B26FD18""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16195,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-鉴别诊断-全书回捞证据-6949-1E3A0C,"""EVD-CARD-FULLBOOK-0C76383E1E3A0C""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16196,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-乏力-全书回捞证据-8521-120AA5,"""EVD-CARD-FULLBOOK-066B8A89120AA5""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16281,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-高血压-全书回捞证据-8521-A549FB,"""EVD-CARD-FULLBOOK-B0D8DF5AA549FB""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16282,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-血脂检查-全书回捞证据-8521-4F8238,"""EVD-CARD-FULLBOOK-E36211AF4F8238""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16283,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-血糖-全书回捞证据-8521-C6A555,"""EVD-CARD-FULLBOOK-5F2A7642C6A555""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16284,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-肾功能-全书回捞证据-8521-36B768,"""EVD-CARD-FULLBOOK-85FBCE2036B768""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16285,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-血管紧张素转换酶抑制剂-全书回捞证据-8521-308EA4,"""EVD-CARD-FULLBOOK-27B636A5308EA4""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16286,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-血管紧张素Ⅱ受体拮抗剂-全书回捞证据-8521-DD109B,"""EVD-CARD-FULLBOOK-0E86AC8CDD109B""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16287,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-利尿剂-全书回捞证据-8521-070670,"""EVD-CARD-FULLBOOK-2CF53BFF070670""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16288,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-糖尿病-全书回捞证据-8521-FFED48,"""EVD-CARD-FULLBOOK-FB430324FFED48""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16289,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-肥胖-全书回捞证据-8521-766471,"""EVD-CARD-FULLBOOK-4D85FB75766471""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16290,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房室传导阻滞-心力衰竭-全书回捞证据-8521-74A57A,"""EVD-CARD-FULLBOOK-A607AEBF74A57A""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16291,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-心动过速-全书回捞证据-6949-0DA1D3,"""EVD-CARD-FULLBOOK-6D9421990DA1D3""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16429,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-心动过缓-全书回捞证据-6949-A19053,"""EVD-CARD-FULLBOOK-DFDB9B3CA19053""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16430,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-低血压-全书回捞证据-6949-1DB2B8,"""EVD-CARD-FULLBOOK-84DCB16C1DB2B8""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16431,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-肾功能-全书回捞证据-6949-A230D6,"""EVD-CARD-FULLBOOK-F32CD58DA230D6""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16432,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-洋地黄类药物-全书回捞证据-6949-C6BDB8,"""EVD-CARD-FULLBOOK-278541C3C6BDB8""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16433,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-心力衰竭-全书回捞证据-6949-106759,"""EVD-CARD-FULLBOOK-00B001DD106759""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16434,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-心律失常-全书回捞证据-6949-19BC39,"""EVD-CARD-FULLBOOK-D675DFEF19BC39""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16435,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,长QT间期综合征-鉴别诊断-全书回捞证据-6949-F5B82E,"""EVD-CARD-FULLBOOK-BED59B66F5B82E""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16436,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,儿茶酚胺敏感性室性心动过速-心动过速-全书回捞证据-6161-162B7F,"""EVD-CARD-FULLBOOK-E517B019162B7F""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16457,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,儿茶酚胺敏感性室性心动过速-心电图-全书回捞证据-6161-7DB66C,"""EVD-CARD-FULLBOOK-673A2E557DB66C""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16458,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,儿茶酚胺敏感性室性心动过速-创伤-全书回捞证据-6161-A1F15A,"""EVD-CARD-FULLBOOK-2922E8FEA1F15A""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16459,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,儿茶酚胺敏感性室性心动过速-心肌缺血-全书回捞证据-6161-258238,"""EVD-CARD-FULLBOOK-DDB0ABCB258238""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16460,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,儿茶酚胺敏感性室性心动过速-心律失常-全书回捞证据-6161-61B90F,"""EVD-CARD-FULLBOOK-0733206F61B90F""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16461,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,儿茶酚胺敏感性室性心动过速-猝死-全书回捞证据-6161-78B531,"""EVD-CARD-FULLBOOK-231BC8B178B531""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16462,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,儿茶酚胺敏感性室性心动过速-危险分层-全书回捞证据-6161-060738,"""EVD-CARD-FULLBOOK-03558E95060738""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16463,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,早期复极综合征-心动过速-全书回捞证据-6949-C8F32D,"""EVD-CARD-FULLBOOK-075041FCC8F32D""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16570,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,早期复极综合征-心动过缓-全书回捞证据-6949-08D7CC,"""EVD-CARD-FULLBOOK-588392AC08D7CC""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16571,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,早期复极综合征-低血压-全书回捞证据-6949-7C63BA,"""EVD-CARD-FULLBOOK-BE97DA3E7C63BA""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16572,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
