文件名,规范名,目录,来源目录类型,建议疾病大类,文件大小MB,最后修改时间,是否已解析登记,登记文件名,登记来源文件数,登记来源示例,下一步动作
中国 重症心血管营养专家共识（2025）.pdf,中国重症心血管营养专家共识2025,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\6. 重症营养,诊疗指南目录,待人工归类,1.14,2025-08-26 08:31:12,是,中国 重症心血管营养专家共识（2025）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国专家共识：危重患者人血白蛋白应用2020.pdf,中国专家共识危重患者人血白蛋白应用2020,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\6. 重症营养,诊疗指南目录,待人工归类,0.26,2025-07-30 13:09:56,否,,0,,进入未解析PDF候选池
中国急诊危重症患者肠内营养治疗专家共识2022.pdf,中国急诊危重症患者肠内营养治疗专家共识2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\6. 重症营养,诊疗指南目录,待人工归类,2.65,2024-12-19 16:19:34,是,中国急诊危重症患者肠内营养治疗专家共识2022.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国成人心脏外科围手术期营养支持治疗专家共识（2019）.pdf,中国成人心脏外科围手术期营养支持治疗专家共识2019,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\6. 重症营养,诊疗指南目录,待人工归类,1.28,2021-07-26 17:41:06,是,中国成人心脏外科围手术期营养支持治疗专家共识（2019）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国成人患者肠外肠内营养临床应用指南（2023版）.pdf,中国成人患者肠外肠内营养临床应用指南2023版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\6. 重症营养,诊疗指南目录,待人工归类,4.34,2024-12-19 16:18:02,是,中国成人患者肠外肠内营养临床应用指南（2023版）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国重症患者肠外营养治疗临床实践专家共识（2024）.pdf,中国重症患者肠外营养治疗临床实践专家共识2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\6. 重症营养,诊疗指南目录,待人工归类,1.89,2024-12-19 16:15:02,是,中国重症患者肠外营养治疗临床实践专家共识（2024）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
【用药助手】中国成人医院获得性肺炎与呼吸机相关性肺炎诊断和治疗指南(2018年版).pdf,用药助手中国成人医院获得性肺炎与呼吸机相关性肺炎诊断和治疗指南2018年版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\7. 重症感染,诊疗指南目录,待人工归类,2.49,2025-08-26 10:22:39,是,【用药助手】中国成人医院获得性肺炎与呼吸机相关性肺炎诊断和治疗指南(2018年版).pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国急诊感染性休克临床实践指南2016.pdf,中国急诊感染性休克临床实践指南2016,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\7. 重症感染,诊疗指南目录,待人工归类,2.22,2024-12-18 21:58:00,是,中国急诊感染性休克临床实践指南2016.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国脓毒症脓毒性休克急诊治疗指南2018.pdf,中国脓毒症脓毒性休克急诊治疗指南2018,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\7. 重症感染,诊疗指南目录,待人工归类,1.27,2024-12-28 23:23:22,是,中国脓毒症脓毒性休克急诊治疗指南2018.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
血管导管相关感染预防与控制指南2021.pdf,血管导管相关感染预防与控制指南2021,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\7. 重症感染,诊疗指南目录,待人工归类,0.18,2024-05-08 18:35:48,是,血管导管相关感染预防与控制指南2021.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国急诊成人镇痛、镇静与谵妄管理专家共识2023.pdf,中国急诊成人镇痛、镇静与谵妄管理专家共识2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\8. 镇静镇痛,诊疗指南目录,待人工归类,3.13,2024-12-19 16:13:30,是,中国急诊成人镇痛、镇静与谵妄管理专家共识2023.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国成人重症患者镇痛管理专家共识2023.pdf,中国成人重症患者镇痛管理专家共识2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\8. 镇静镇痛,诊疗指南目录,待人工归类,1.41,2024-12-19 16:12:40,是,中国成人重症患者镇痛管理专家共识2023.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国心脏移植免疫抑制治疗及排斥反应诊疗规范(2019版).pdf,中国心脏移植免疫抑制治疗及排斥反应诊疗规范2019版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\重症指南\9. 心脏移植,诊疗指南目录,待人工归类,0.24,2024-07-22 22:07:12,是,中国心脏移植免疫抑制治疗及排斥反应诊疗规范(2019版).pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
心血管内科+主动脉与外周动脉疾病+主动脉疾病+ACC_AHA指南官方资料+20260715.pdf,心血管内科+主动脉与外周动脉疾病+主动脉疾病+accaha指南官方资料+20260715,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\外部权威\01_原始下载_raw_downloads,外部权威目录,主动脉与外周动脉疾病,2.08,2026-07-15 20:34:51,是,心血管内科+主动脉与外周动脉疾病+主动脉疾病+ACC_AHA指南官方资料+20260715.pdf,1,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_主动脉与外周动脉疾病正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
心血管内科+主动脉与外周动脉疾病+外周动脉疾病+AHA_ACC指南官方资料+20260715.pdf,心血管内科+主动脉与外周动脉疾病+外周动脉疾病+ahaacc指南官方资料+20260715,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\外部权威\01_原始下载_raw_downloads,外部权威目录,主动脉与外周动脉疾病,5.49,2026-07-15 20:35:40,是,心血管内科+主动脉与外周动脉疾病+外周动脉疾病+AHA_ACC指南官方资料+20260715.pdf,1,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_主动脉与外周动脉疾病正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
心血管内科+冠心病+心肌梗死后心力衰竭+ESC急性冠脉综合征指南2023+20260708.pdf,心血管内科+冠心病+心肌梗死后心力衰竭+esc急性冠脉综合征指南2023+20260708,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\外部权威\01_原始下载_raw_downloads,外部权威目录,冠心病,12.39,2026-07-08 21:47:10,是,心血管内科+冠心病+心肌梗死后心力衰竭+ESC急性冠脉综合征指南2023+20260708.pdf,3,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HT-20260709-001_高血压_Hypertension\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
心血管内科+心力衰竭+心肌梗死后心力衰竭+AHA_ACC_HFSA心衰指南2022+20260708.pdf,心血管内科+心力衰竭+心肌梗死后心力衰竭+ahaacchfsa心衰指南2022+20260708,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\外部权威\01_原始下载_raw_downloads,外部权威目录,心力衰竭,1.88,2026-07-08 21:45:27,是,心血管内科+心力衰竭+心肌梗死后心力衰竭+AHA_ACC_HFSA心衰指南2022+20260708.pdf,3,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HT-20260709-001_高血压_Hypertension\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
心血管内科+心律失常+室性心律失常+ESC室性心律失常指南2022+20260708.pdf,心血管内科+心律失常+室性心律失常+esc室性心律失常指南2022+20260708,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\外部权威\01_原始下载_raw_downloads,外部权威目录,心律失常,0.01,2026-07-08 21:44:53,是,心血管内科+心律失常+室性心律失常+ESC室性心律失常指南2022+20260708.pdf,3,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-HT-20260709-001_高血压_Hypertension\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
