推荐编码,推荐名称,是否正式CDSS推荐,审核状态,发布层级,疾病大类,疾病,推荐动作数,推荐动作示例,证据数,临床规则数,诊疗阶段数,关联疾病数,推荐等级,证据等级,缺口,复核结论
REC-CDSS-BRADYAVB-ARR-SB-03-01-TREAT,窦性心动过缓治疗应根据病情严重程度、禁忌证和患者特征选择窦性心动过缓治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏等。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦性心动过缓,6,阿托品；心脏再同步治疗；窦性心动过缓治疗方案；临时心脏起搏；异丙肾上腺素；起搏治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SB-04-01-FOLLOW,窦性心动过缓稳定期或治疗后，应按窦性心动过缓随访方案、窦性心动过缓预后进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦性心动过缓,2,窦性心动过缓随访方案；窦性心动过缓预后,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-BRADYAVB-ARR-SND-01-01-DIAG,疑似窦房结功能障碍时，应结合窦房结功能障碍诊断标准、动态心电图、心电图、电生理检查、阿托品试验进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房结功能障碍,5,电生理检查；心电图；阿托品试验；动态心电图；窦房结功能障碍诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SND-02-01-RISK,窦房结功能障碍确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房结功能障碍,1,血流动力学不稳定和心脏停搏风险,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SND-03-01-TREAT,窦房结功能障碍治疗应根据病情严重程度、禁忌证和患者特征选择窦房结功能障碍治疗方案、异丙肾上腺素、阿托品。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房结功能障碍,3,阿托品；窦房结功能障碍治疗方案；异丙肾上腺素,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-BRADYAVB-ARR-SND-04-01-FOLLOW,窦房结功能障碍稳定期或治疗后，应按心电监测和起搏器随访、窦房结功能障碍预后进行随访和复评。,True,clinical_ready,formal,心律失常；起搏治疗相关疾病,窦房结功能障碍,2,窦房结功能障碍预后；心电监测和起搏器随访,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-ACS-01-01-ECG-TROP,疑似ACS应优先进行心电图和心肌肌钙蛋白评估。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,3,心电图；肌酸激酶同工酶（CK-MB）；心肌肌钙蛋白,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-ACS-02-01-RISK,ACS应结合心电图、肌钙蛋白、GRACE/TIMI评分进行分型和风险分层。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,4,急性冠脉综合征诊断标准；GRACE评分；急性冠脉综合征风险分层；TIMI评分,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CAD-ACS-03-01-ANTITHROMBOTIC,ACS抗栓治疗应拆分到抗血小板、P2Y12受体抑制剂和抗凝药物，并核对禁忌证。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,5,氯吡格雷；替格瑞洛；抗血小板治疗；阿司匹林；抗凝治疗,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-CAD-ACS-03-02-REVASC,ACS患者应按分型、风险和PCI可及性评估冠状动脉造影、PCI或再灌注治疗。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,3,冠状动脉造影；再灌注治疗；经皮冠状动脉介入治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-AMI-01-01-DIAG,急性心肌损伤证据合并缺血证据时支持急性心肌梗死诊断。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性心肌梗死,4,超声心动图；心电图；心肌肌钙蛋白；急性心肌梗死诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-AMI-02-01-REPERFUSION,AMI患者应结合分型、时间窗和PCI可及性评估急诊PCI、溶栓或冠脉造影。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性心肌梗死,4,经皮冠状动脉介入治疗；再灌注治疗；溶栓治疗；冠状动脉造影,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-CAD-AMI-03-01-PREVENT,AMI稳定后应落实抗血小板、他汀、β受体阻滞剂和随访管理。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性心肌梗死,4,抗血小板治疗；他汀类药物；急性心肌梗死随访方案；β受体阻滞剂,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-CAD-CCS-01-01-TEST,慢性冠脉综合征应根据症状和风险选择心电图、负荷试验、冠脉CTA或冠脉造影。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,4,冠状动脉造影；心电图；运动负荷试验；冠状动脉CT血管成像,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CAD-CCS-02-01-ANTIANGINAL,CCS症状控制可评估β受体阻滞剂、硝酸酯类药物和钙通道阻滞剂。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,4,硝酸甘油；钙通道阻滞剂；硝酸酯类药物；β受体阻滞剂,3,1,1,1,Ⅱa,B,,通过
REC-CDSS-CAD-CCS-02-02-PREVENT,CCS应进行他汀、抗血小板和危险因素控制。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,4,低密度脂蛋白胆固醇；阿司匹林；他汀类药物；慢性冠脉综合征随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-CCS-03-01-REVASC,CCS存在高危缺血、重要冠脉病变或药物治疗仍症状明显时，应评估PCI或CABG。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,4,冠状动脉旁路移植术；冠状动脉造影；血运重建；经皮冠状动脉介入治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-ICM-01-01-EVAL,缺血性心肌病需评估超声心动图、LVEF、心脏磁共振/存活心肌和冠脉造影。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,5,超声心动图；缺血性心肌病诊断标准；心脏磁共振；冠状动脉造影；左心室射血分数,3,1,1,1,Ⅲ,C,,通过
REC-CDSS-CAD-ICM-02-01-GDMT,缺血性心肌病应进行冠心病二级预防和心功能相关药物管理。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,5,β受体阻滞剂；阿司匹林；他汀类药物；利尿剂；血管紧张素转换酶抑制剂,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-ICM-02-02-REVASC,ICM存在可重建冠脉病变和可存活心肌时，应评估PCI或CABG。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,3,经皮冠状动脉介入治疗；血运重建；冠状动脉旁路移植术,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-NSTEMI-01-01-DIAG,无持续ST段抬高但肌钙蛋白升高/动态变化时支持NSTEMI诊断。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,3,心电图；心肌肌钙蛋白；非ST段抬高型心肌梗死诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-NSTEMI-02-01-RISK,NSTEMI应使用GRACE/TIMI及高危临床特征进行风险分层。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,3,非ST段抬高型心肌梗死风险分层；TIMI评分；GRACE评分,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-NSTEMI-03-01-INVASIVE,高危NSTEMI应评估冠状动脉造影和PCI等侵入策略。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,3,冠状动脉造影；经皮冠状动脉介入治疗；血运重建,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-NSTEMI-04-01-ANTITHROMBOTIC,NSTEMI抗栓治疗需结合缺血风险和出血风险明确抗血小板及抗凝药物。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,6,氯吡格雷；替格瑞洛；抗血小板治疗；阿司匹林；非ST段抬高型心肌梗死随访方案；抗凝治疗,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-CAD-OLDMI-01-01-ASSESS,陈旧性心肌梗死应评估心电图、超声心动图、LVEF和缺血/并发症风险。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,陈旧性心肌梗死,4,超声心动图；左心室射血分数；心电图；冠状动脉造影,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-CAD-OLDMI-02-01-PREVENT,陈旧性心肌梗死需长期进行他汀、抗血小板、β受体阻滞剂和随访管理。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,陈旧性心肌梗死,4,β受体阻滞剂；陈旧性心肌梗死随访方案；他汀类药物；阿司匹林,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-SILENT-01-01-SCREEN,隐匿性冠心病应在高危人群中结合心电图、负荷试验、冠脉CTA或冠脉造影确认缺血/冠脉病变。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,隐匿性冠心病,5,运动负荷试验；冠状动脉造影；冠状动脉CT血管成像；心电图；隐匿性冠心病诊断标准,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CAD-SILENT-02-01-PREVENT,隐匿性冠心病应按冠心病风险管理进行他汀、抗血小板和危险因素控制。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,隐匿性冠心病,4,他汀类药物；隐匿性冠心病年度临床随访评估；阿司匹林；低密度脂蛋白胆固醇,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-STABLEANGINA-01-01-DIAG,稳定型心绞痛应结合典型胸痛特征、心电图和负荷/影像学检查判断。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,稳定型心绞痛,4,稳定型心绞痛诊断标准；心电图；冠状动脉CT血管成像；运动负荷试验,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-STABLEANGINA-02-01-MED,稳定型心绞痛可评估硝酸酯类、β受体阻滞剂、钙通道阻滞剂，同时进行他汀和抗血小板预防。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,稳定型心绞痛,6,稳定型心绞痛随访方案；阿司匹林；钙通道阻滞剂；β受体阻滞剂；他汀类药物；硝酸酯类药物,3,1,1,1,Ⅱa,B,,通过
REC-CDSS-CAD-STEMI-01-01-ECG-TROP,疑似STEMI应优先完成心电图、肌钙蛋白和发病时间评估。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,3,心肌肌钙蛋白；心电图；发病时间,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-CAD-STEMI-02-01-CONFIRM,持续ST段抬高或等效心电图表现合并急性心肌损伤支持STEMI诊断。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,3,心肌肌钙蛋白；ST段抬高型心肌梗死诊断标准；ST段抬高,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CAD-STEMI-03-01-PCI,STEMI且处于再灌注时间窗时，应优先评估急诊PCI可及性。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,3,冠状动脉造影；再灌注治疗；经皮冠状动脉介入治疗,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-CAD-STEMI-03-02-FIB-BLOCK,疑似主动脉夹层、活动性出血或重大出血风险未排除前，不得把溶栓作为可执行推荐。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,STEMI溶栓禁忌阻断规则,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-STEMI-04-01-ANTITHROMBOTIC,STEMI治疗应明确抗血小板、P2Y12受体抑制剂和抗凝药物。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,7,氯吡格雷；替格瑞洛；阿司匹林；普通肝素；抗凝治疗；抗血小板治疗；低分子量肝素,3,1,1,1,Ⅱa,A,,通过
REC-CDSS-CAD-STEMI-05-01-FOLLOW,STEMI稳定后应落实他汀、β受体阻滞剂、抗栓延续和随访。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,4,阿托伐他汀；瑞舒伐他汀；β受体阻滞剂；ST段抬高型心肌梗死随访方案,3,1,1,1,Ⅱa,C,,通过
REC-CDSS-CAD-UA-01-01-DIAG,不稳定型心绞痛需结合症状、心电图和肌钙蛋白排除NSTEMI。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,3,心电图；心肌肌钙蛋白；不稳定型心绞痛诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-UA-02-01-RISK,UA应按GRACE/TIMI及反复缺血症状评估风险。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,3,TIMI评分；GRACE评分；不稳定型心绞痛风险分层,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CAD-UA-03-01-TREAT,UA治疗应结合缺血风险和出血风险推荐抗血小板治疗，并对高危患者评估冠脉造影/PCI。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,5,阿司匹林；冠状动脉造影；经皮冠状动脉介入治疗；不稳定型心绞痛随访方案；抗血小板治疗,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-CARD-ARR-AF-RATE-CONTROL,心房颤动伴快速心室率或症状明显时，建议评估并实施心室率控制；药物选择需结合左室收缩功能、血流动力学状态和禁忌证。,True,clinical_ready,formal,心律失常,心房颤动,1,控制心室率,2,1,1,1,教材支持,权威教材证据,,通过
REC-CDSS-CARD-ARR-AFL-RATE-CONTROL,心房扑动伴快速心室率时，建议评估心室率控制策略；药物或复律选择需结合血流动力学状态和禁忌证。,True,clinical_ready,formal,心律失常,心房扑动,1,控制心室率,2,1,1,1,教材支持,权威教材证据,,通过
REC-CDSS-CARD-HF-AHF-RATE-CONTROL,急性心力衰竭合并房颤快心室率时，可在严密监测下评估心室率控制策略；推荐前必须确认血流动力学状态、射血分数和禁忌证。,True,clinical_ready,formal,心力衰竭,急性心力衰竭,1,控制心室率,1,1,1,1,教材支持,权威教材证据,,通过
REC-CDSS-CARD-HF-RATE-CONTROL,心力衰竭合并房颤快心室率时，建议结合射血分数和禁忌证选择心室率控制策略；射血分数下降者需慎用非二氢吡啶类钙通道阻滞剂。,True,clinical_ready,formal,心力衰竭,心力衰竭,1,控制心室率,2,1,1,1,教材支持,权威教材证据,,通过
REC-CDSS-CARD-VHD-MS-RATE-CONTROL,二尖瓣狭窄合并房颤快心室率时，建议进行心室率控制评估，并同步评估抗凝和瓣膜介入/手术治疗时机。,True,clinical_ready,formal,心脏瓣膜病；瓣膜病,二尖瓣狭窄,1,控制心室率,3,1,1,1,教材支持,权威教材证据,,通过
REC-CDSS-CM-ABVC-01-01-DIAG,疑似ABVC应结合CMR、心电/动态心电图、双心室受累证据和基因检测确认诊断。,True,clinical_ready,formal,心肌病,致心律失常性双心室心肌病,4,动态心电图；ABVC双心室受累诊断流程；基因检测；心脏磁共振,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CM-ABVC-02-01-TREAT,ABVC应按致心律失常性心肌病谱系进行猝死风险分层、ICD评估和长期随访。,True,clinical_ready,formal,心肌病,致心律失常性双心室心肌病,4,埋藏式心脏复律除颤器；致心律失常性双心室心肌病治疗方案；致心律失常性双心室心肌病风险分层；ACM谱系定期随访和猝死风险复评,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CM-ACM-01-01-DIAG,疑似致心律失常性心肌病应结合心电图、动态心电图、CMR和基因检测进行谱系分型。,True,clinical_ready,formal,心肌病,致心律失常性心肌病,5,心电图；心脏磁共振；基因检测；致心律失常性心肌病诊断标准；动态心电图,3,1,1,1,Ⅰ,C,,通过
